0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,-0.000022,0.000012,0.000045
0.000000,0.000000,0.000000,-0.000042,0.000025,0.000079
0.000000,0.000000,0.000000,-0.000063,0.000037,0.000113
0.000000,0.000000,0.000000,-0.000074,0.000047,0.000152
0.000000,0.000000,0.000000,-0.000085,0.000056,0.000190
0.000000,0.000000,0.000000,-0.000109,0.000069,0.000230
0.000000,0.000000,0.000000,-0.000134,0.000083,0.000269
0.000000,0.000000,0.000000,-0.000155,0.000095,0.000303
0.000000,0.000000,0.000000,-0.000176,0.000107,0.000336
0.000000,0.000000,0.000000,-0.000203,0.000120,0.000365
0.000000,0.000000,0.000000,-0.000229,0.000133,0.000394
0.000000,0.000000,0.000000,-0.000264,0.000150,0.000421
0.000000,0.000000,0.000000,-0.000299,0.000166,0.000448
0.000000,0.000000,0.000000,-0.000334,0.000181,0.000472
0.000000,0.000000,0.000000,-0.000368,0.000196,0.000495
0.000000,0.000000,0.000000,-0.000405,0.000212,0.000520
0.000000,0.000000,0.000000,-0.000442,0.000229,0.000546
0.000000,0.000000,0.000000,-0.000481,0.000245,0.000558
0.000000,0.000000,0.000000,-0.000519,0.000260,0.000570
0.000000,0.000000,0.000000,-0.000560,0.000279,0.000591
0.000000,0.000000,0.000000,-0.000602,0.000298,0.000611
0.000000,0.000000,0.000000,-0.000634,0.000312,0.000631
0.000000,0.000000,0.000000,-0.000666,0.000326,0.000652
0.000000,0.000000,0.000000,-0.000699,0.000340,0.000667
0.000000,0.000000,0.000000,-0.000732,0.000354,0.000682
0.000000,0.000000,0.000000,-0.000778,0.000375,0.000707
0.000000,0.000000,0.000000,-0.000825,0.000396,0.000731
0.000000,0.000000,0.000000,-0.000860,0.000412,0.000750
0.000000,0.000000,0.000000,-0.000895,0.000428,0.000769
0.000000,0.000000,0.000000,-0.000940,0.000446,0.000780
0.000000,0.000000,0.000000,-0.000984,0.000464,0.000790
0.000000,0.000000,0.000000,-0.001022,0.000481,0.000807
0.000000,0.000000,0.000000,-0.001060,0.000498,0.000824
0.000000,0.000000,0.000000,-0.001106,0.000519,0.000860
0.000000,0.000000,0.000000,-0.001153,0.000539,0.000895
0.000000,0.000000,0.000000,-0.001189,0.000556,0.000920
0.000000,0.000000,0.000000,-0.001224,0.000573,0.000945
0.000000,0.000000,0.000000,-0.001270,0.000592,0.000954
0.000000,0.000000,0.000000,-0.001315,0.000611,0.000963
0.000000,0.000000,0.000000,-0.001351,0.000627,0.000978
0.000000,0.000000,0.000000,-0.001387,0.000644,0.000992
0.000000,0.000000,0.000000,-0.001425,0.000661,0.001004
0.000000,0.000000,0.000000,-0.001462,0.000678,0.001015
0.000000,0.000000,0.000000,-0.001498,0.000694,0.001023
0.000000,0.000000,0.000000,-0.001534,0.000711,0.001030
0.000000,0.000000,0.000000,-0.001575,0.000729,0.001031
0.000000,0.000000,0.000000,-0.001617,0.000747,0.001031
0.000000,0.000000,0.000000,-0.001646,0.000762,0.001040
0.000000,0.000000,0.000000,-0.001674,0.000777,0.001049
0.000000,0.000000,0.000000,-0.001699,0.000790,0.001052
0.000000,0.000000,0.000000,-0.001724,0.000803,0.001055
0.000000,0.000000,0.000000,-0.001765,0.000823,0.001051
0.000000,0.000000,0.000000,-0.001806,0.000842,0.001047
0.000000,0.000000,0.000000,-0.001840,0.000858,0.001030
0.000000,0.000000,0.000000,-0.001875,0.000873,0.001014
0.000000,0.000000,0.000000,-0.001902,0.000888,0.001012
0.000000,0.000000,0.000000,-0.001929,0.000902,0.001010
0.000000,0.000000,0.000000,-0.001954,0.000915,0.000998
0.000000,0.000000,0.000000,-0.001978,0.000928,0.000986
0.000000,0.000000,0.000000,-0.002016,0.000943,0.000969
0.000000,0.000000,0.000000,-0.002054,0.000958,0.000951
0.000000,0.000000,0.000000,-0.002075,0.000968,0.000932
0.000000,0.000000,0.000000,-0.002096,0.000978,0.000913
0.000000,0.000000,0.000000,-0.002121,0.000991,0.000903
0.000000,0.000000,0.000000,-0.002146,0.001003,0.000892
0.000000,0.000000,0.000000,-0.002172,0.001014,0.000868
0.000000,0.000000,0.000000,-0.002199,0.001024,0.000844
0.000000,0.000000,0.000000,-0.002232,0.001039,0.000822
0.000000,0.000000,0.000000,-0.002266,0.001054,0.000799
0.000000,0.000000,0.000000,-0.002299,0.001069,0.000767
0.000000,0.000000,0.000000,-0.002332,0.001083,0.000736
0.000000,0.000000,0.000000,-0.002357,0.001094,0.000705
0.000000,0.000000,0.000000,-0.002381,0.001106,0.000675
0.000000,0.000000,0.000000,-0.002396,0.001113,0.000648
0.000000,0.000000,0.000000,-0.002410,0.001121,0.000622
